invoices
id,customer_id,status,created_at,updated_at
99,20,in progress,2012-03-13 12:54:14 UTC,2012-03-13 12:54:14 UTC
100,20,in progress,2012-03-24 00:54:14 UTC,2012-03-24 00:54:14 UTC
101,20,cancelled,2012-03-19 10:54:14 UTC,2012-03-19 10:54:14 UTC
102,20,in progress,2012-03-22 08:54:14 UTC,2012-03-22 08:54:14 UTC
103,20,in progress,2012-03-11 06:54:14 UTC,2012-03-11 06:54:14 UTC
104,20,cancelled,2012-03-21 13:54:14 UTC,2012-03-21 13:54:14 UTC
105,20,completed,2012-03-08 12:54:15 UTC,2012-03-08 12:54:15 UTC
106,20,completed,2012-03-10 18:54:15 UTC,2012-03-10 18:54:15 UTC
107,20,completed,2012-03-16 11:54:15 UTC,2012-03-16 11:54:15 UTC
108,20,cancelled,2012-03-20 14:54:15 UTC,2012-03-20 14:54:15 UTC
109,21,in progress,2012-03-19 00:54:15 UTC,2012-03-19 00:54:15 UTC
110,21,cancelled,2012-03-12 04:54:15 UTC,2012-03-12 04:54:15 UTC
111,21,cancelled,2012-03-21 17:54:15 UTC,2012-03-21 17:54:15 UTC
112,21,completed,2012-03-06 14:54:15 UTC,2012-03-06 14:54:15 UTC
113,21,in progress,2012-03-13 11:54:15 UTC,2012-03-13 11:54:15 UTC
114,21,completed,2012-03-11 07:54:15 UTC,2012-03-11 07:54:15 UTC
115,21,in progress,2012-03-18 18:54:15 UTC,2012-03-18 18:54:15 UTC
116,21,completed,2012-03-24 08:54:15 UTC,2012-03-24 08:54:15 UTC
117,22,completed,2012-03-20 02:54:15 UTC,2012-03-20 02:54:15 UTC
118,22,in progress,2012-03-17 19:54:15 UTC,2012-03-17 19:54:15 UTC
119,22,in progress,2012-03-27 10:54:15 UTC,2012-03-27 10:54:15 UTC
120,22,in progress,2012-03-13 06:54:15 UTC,2012-03-13 06:54:15 UTC
121,22,completed,2012-03-27 01:54:15 UTC,2012-03-27 01:54:15 UTC
122,22,cancelled,2012-03-20 17:54:16 UTC,2012-03-20 17:54:16 UTC
123,22,cancelled,2012-03-15 18:54:16 UTC,2012-03-15 18:54:16 UTC
124,22,cancelled,2012-03-17 21:54:16 UTC,2012-03-17 21:54:16 UTC
125,23,in progress,2012-03-10 11:54:16 UTC,2012-03-10 11:54:16 UTC
126,23,completed,2012-03-26 18:54:16 UTC,2012-03-26 18:54:16 UTC
127,23,cancelled,2012-03-23 14:54:16 UTC,2012-03-23 14:54:16 UTC
128,23,in progress,2012-03-23 07:54:16 UTC,2012-03-23 07:54:16 UTC
129,23,cancelled,2012-03-22 11:54:16 UTC,2012-03-22 11:54:16 UTC
130,23,in progress,2012-03-20 20:54:16 UTC,2012-03-20 20:54:16 UTC
131,23,in progress,2012-03-14 14:54:16 UTC,2012-03-14 14:54:16 UTC
132,25,completed,2012-03-09 16:54:16 UTC,2012-03-09 16:54:16 UTC
133,25,completed,2012-03-07 13:54:16 UTC,2012-03-07 13:54:16 UTC
134,25,cancelled,2012-03-11 16:54:16 UTC,2012-03-11 16:54:16 UTC
135,25,completed,2012-03-27 11:54:16 UTC,2012-03-27 11:54:16 UTC
136,25,in progress,2012-03-09 16:54:16 UTC,2012-03-09 16:54:16 UTC
137,25,cancelled,2012-03-19 18:54:16 UTC,2012-03-19 18:54:16 UTC
138,26,in progress,2012-03-18 13:54:16 UTC,2012-03-18 13:54:16 UTC
139,26,cancelled,2012-03-25 17:54:16 UTC,2012-03-25 17:54:16 UTC
140,27,cancelled,2012-03-27 04:54:16 UTC,2012-03-27 04:54:16 UTC
141,28,in progress,2012-03-07 01:54:16 UTC,2012-03-07 01:54:16 UTC
142,28,cancelled,2012-03-12 21:54:16 UTC,2012-03-12 21:54:16 UTC
143,28,in progress,2012-03-22 19:54:17 UTC,2012-03-22 19:54:17 UTC
144,28,cancelled,2012-03-17 16:54:17 UTC,2012-03-17 16:54:17 UTC
145,28,completed,2012-03-27 01:54:17 UTC,2012-03-27 01:54:17 UTC
146,28,completed,2012-03-17 06:54:17 UTC,2012-03-17 06:54:17 UTC
147,28,completed,2012-03-18 21:54:17 UTC,2012-03-18 21:54:17 UTC
148,28,cancelled,2012-03-08 14:54:17 UTC,2012-03-08 14:54:17 UTC
149,28,cancelled,2012-03-21 23:54:17 UTC,2012-03-21 23:54:17 UTC
150,28,cancelled,2012-03-11 03:54:17 UTC,2012-03-11 03:54:17 UTC
151,29,in progress,2012-03-17 10:54:17 UTC,2012-03-17 10:54:17 UTC
152,29,in progress,2012-03-16 15:54:17 UTC,2012-03-16 15:54:17 UTC
153,29,cancelled,2012-03-12 16:54:17 UTC,2012-03-12 16:54:17 UTC
154,29,completed,2012-03-25 03:54:17 UTC,2012-03-25 03:54:17 UTC
155,29,in progress,2012-03-23 18:54:17 UTC,2012-03-23 18:54:17 UTC
156,29,completed,2012-03-19 08:54:17 UTC,2012-03-19 08:54:17 UTC
157,29,cancelled,2012-03-22 18:54:17 UTC,2012-03-22 18:54:17 UTC
158,30,in progress,2012-03-06 15:54:17 UTC,2012-03-06 15:54:17 UTC
159,30,cancelled,2012-03-11 12:54:17 UTC,2012-03-11 12:54:17 UTC
160,30,completed,2012-03-13 20:54:17 UTC,2012-03-13 20:54:17 UTC
161,31,in progress,2012-03-18 00:54:17 UTC,2012-03-18 00:54:17 UTC
162,31,completed,2012-03-16 17:54:17 UTC,2012-03-16 17:54:17 UTC
163,31,cancelled,2012-03-11 05:54:17 UTC,2012-03-11 05:54:17 UTC
164,31,in progress,2012-03-14 13:54:18 UTC,2012-03-14 13:54:18 UTC
165,32,completed,2012-03-18 18:54:18 UTC,2012-03-18 18:54:18 UTC
166,32,cancelled,2012-03-09 10:54:18 UTC,2012-03-09 10:54:18 UTC
167,32,cancelled,2012-03-25 20:54:18 UTC,2012-03-25 20:54:18 UTC
168,33,cancelled,2012-03-09 00:54:18 UTC,2012-03-09 00:54:18 UTC
169,34,cancelled,2012-03-09 20:54:18 UTC,2012-03-09 20:54:18 UTC
170,36,in progress,2012-03-13 12:54:18 UTC,2012-03-13 12:54:18 UTC
171,36,completed,2012-03-20 02:54:18 UTC,2012-03-20 02:54:18 UTC
172,36,cancelled,2012-03-09 13:54:18 UTC,2012-03-09 13:54:18 UTC
173,37,cancelled,2012-03-10 04:54:18 UTC,2012-03-10 04:54:18 UTC
174,37,cancelled,2012-03-25 13:54:18 UTC,2012-03-25 13:54:18 UTC
175,37,cancelled,2012-03-21 22:54:18 UTC,2012-03-21 22:54:18 UTC
176,37,completed,2012-03-07 11:54:18 UTC,2012-03-07 11:54:18 UTC
177,37,cancelled,2012-03-24 18:54:18 UTC,2012-03-24 18:54:18 UTC
178,37,cancelled,2012-03-18 20:54:18 UTC,2012-03-18 20:54:18 UTC
179,37,completed,2012-03-08 09:54:18 UTC,2012-03-08 09:54:18 UTC
180,38,completed,2012-03-14 22:54:18 UTC,2012-03-14 22:54:18 UTC
181,38,in progress,2012-03-24 09:54:18 UTC,2012-03-24 09:54:18 UTC
182,38,completed,2012-03-17 12:54:18 UTC,2012-03-17 12:54:18 UTC
183,38,completed,2012-03-15 21:54:18 UTC,2012-03-15 21:54:18 UTC
184,38,cancelled,2012-03-26 20:54:18 UTC,2012-03-26 20:54:18 UTC
185,38,completed,2012-03-14 02:54:18 UTC,2012-03-14 02:54:18 UTC
186,39,cancelled,2012-03-26 02:54:19 UTC,2012-03-26 02:54:19 UTC
187,40,in progress,2012-03-07 04:54:19 UTC,2012-03-07 04:54:19 UTC
188,40,completed,2012-03-24 22:54:19 UTC,2012-03-24 22:54:19 UTC
189,40,completed,2012-03-17 20:54:19 UTC,2012-03-17 20:54:19 UTC
190,40,completed,2012-03-17 18:54:19 UTC,2012-03-17 18:54:19 UTC
191,40,completed,2012-03-17 06:54:19 UTC,2012-03-17 06:54:19 UTC
192,40,in progress,2012-03-20 08:54:19 UTC,2012-03-20 08:54:19 UTC
193,41,in progress,2012-03-24 06:54:19 UTC,2012-03-24 06:54:19 UTC
194,41,in progress,2012-03-17 15:54:19 UTC,2012-03-17 15:54:19 UTC
195,41,completed,2012-03-10 02:54:19 UTC,2012-03-10 02:54:19 UTC
196,41,completed,2012-03-15 07:54:19 UTC,2012-03-15 07:54:19 UTC
197,41,completed,2012-03-18 07:54:19 UTC,2012-03-18 07:54:19 UTC
198,41,cancelled,2012-03-22 03:54:19 UTC,2012-03-22 03:54:19 UTC
199,41,completed,2012-03-24 12:54:19 UTC,2012-03-24 12:54:19 UTC
200,41,completed,2012-03-08 20:54:19 UTC,2012-03-08 20:54:19 UTC
201,41,completed,2012-03-17 08:54:19 UTC,2012-03-17 08:54:19 UTC
202,42,cancelled,2012-03-14 15:54:19 UTC,2012-03-14 15:54:19 UTC
203,42,completed,2012-03-10 08:54:19 UTC,2012-03-10 08:54:19 UTC
204,42,in progress,2012-03-07 13:54:19 UTC,2012-03-07 13:54:19 UTC
205,42,completed,2012-03-16 02:54:19 UTC,2012-03-16 02:54:19 UTC
206,42,completed,2012-03-09 10:54:19 UTC,2012-03-09 10:54:19 UTC
207,42,in progress,2012-03-10 20:54:20 UTC,2012-03-10 20:54:20 UTC
208,42,cancelled,2012-03-08 20:54:20 UTC,2012-03-08 20:54:20 UTC
209,42,cancelled,2012-03-07 07:54:20 UTC,2012-03-07 07:54:20 UTC
210,42,in progress,2012-03-22 22:54:20 UTC,2012-03-22 22:54:20 UTC
211,43,cancelled,2012-03-08 07:54:20 UTC,2012-03-08 07:54:20 UTC
212,43,cancelled,2012-03-15 17:54:20 UTC,2012-03-15 17:54:20 UTC
213,43,completed,2012-03-21 22:54:20 UTC,2012-03-21 22:54:20 UTC
214,43,completed,2012-03-21 12:54:20 UTC,2012-03-21 12:54:20 UTC
215,44,cancelled,2012-03-15 02:54:20 UTC,2012-03-15 02:54:20 UTC
216,45,in progress,2012-03-19 12:54:20 UTC,2012-03-19 12:54:20 UTC
217,45,cancelled,2012-03-21 03:54:20 UTC,2012-03-21 03:54:20 UTC
218,45,cancelled,2012-03-07 04:54:20 UTC,2012-03-07 04:54:20 UTC
219,45,completed,2012-03-27 10:54:20 UTC,2012-03-27 10:54:20 UTC
220,45,in progress,2012-03-18 05:54:20 UTC,2012-03-18 05:54:20 UTC
221,46,in progress,2012-03-19 04:54:20 UTC,2012-03-19 04:54:20 UTC
222,48,in progress,2012-03-13 06:54:20 UTC,2012-03-13 06:54:20 UTC
223,48,completed,2012-03-12 17:54:20 UTC,2012-03-12 17:54:20 UTC
224,49,in progress,2012-03-19 06:54:20 UTC,2012-03-19 06:54:20 UTC
225,49,cancelled,2012-03-20 14:54:20 UTC,2012-03-20 14:54:20 UTC
226,49,in progress,2012-03-17 15:54:21 UTC,2012-03-17 15:54:21 UTC
227,49,in progress,2012-03-23 09:54:21 UTC,2012-03-23 09:54:21 UTC
228,50,cancelled,2012-03-20 12:54:21 UTC,2012-03-20 12:54:21 UTC
229,51,completed,2012-03-10 22:54:21 UTC,2012-03-10 22:54:21 UTC
230,51,cancelled,2012-03-07 22:54:21 UTC,2012-03-07 22:54:21 UTC
231,51,cancelled,2012-03-16 17:54:21 UTC,2012-03-16 17:54:21 UTC
232,51,cancelled,2012-03-12 08:54:21 UTC,2012-03-12 08:54:21 UTC
233,51,completed,2012-03-24 02:54:21 UTC,2012-03-24 02:54:21 UTC
234,51,completed,2012-03-10 23:54:21 UTC,2012-03-10 23:54:21 UTC
235,51,in progress,2012-03-10 13:54:21 UTC,2012-03-10 13:54:21 UTC
236,51,completed,2012-03-20 01:54:21 UTC,2012-03-20 01:54:21 UTC
237,51,in progress,2012-03-14 00:54:21 UTC,2012-03-14 00:54:21 UTC
238,52,cancelled,2012-03-14 19:54:21 UTC,2012-03-14 19:54:21 UTC
239,52,in progress,2012-03-24 12:54:21 UTC,2012-03-24 12:54:21 UTC
240,52,in progress,2012-03-06 18:54:21 UTC,2012-03-06 18:54:21 UTC
241,53,in progress,2012-03-16 22:54:21 UTC,2012-03-16 22:54:21 UTC
242,53,cancelled,2012-03-23 09:54:21 UTC,2012-03-23 09:54:21 UTC
243,53,cancelled,2012-03-21 05:54:21 UTC,2012-03-21 05:54:21 UTC
244,53,cancelled,2012-03-22 01:54:21 UTC,2012-03-22 01:54:21 UTC
245,54,in progress,2012-03-19 22:54:21 UTC,2012-03-19 22:54:21 UTC
246,55,completed,2012-03-16 11:54:21 UTC,2012-03-16 11:54:21 UTC
247,55,completed,2012-03-21 06:54:21 UTC,2012-03-21 06:54:21 UTC
248,55,cancelled,2012-03-24 06:54:22 UTC,2012-03-24 06:54:22 UTC
249,55,in progress,2012-03-12 16:54:22 UTC,2012-03-12 16:54:22 UTC
250,56,in progress,2012-03-12 21:54:22 UTC,2012-03-12 21:54:22 UTC
251,56,cancelled,2012-03-07 20:54:22 UTC,2012-03-07 20:54:22 UTC
252,56,cancelled,2012-03-11 09:54:22 UTC,2012-03-11 09:54:22 UTC
253,56,in progress,2012-03-13 05:54:22 UTC,2012-03-13 05:54:22 UTC
254,56,completed,2012-03-12 15:54:22 UTC,2012-03-12 15:54:22 UTC
255,56,in progress,2012-03-26 03:54:22 UTC,2012-03-26 03:54:22 UTC
256,56,in progress,2012-03-26 06:54:22 UTC,2012-03-26 06:54:22 UTC
257,56,completed,2012-03-20 23:54:22 UTC,2012-03-20 23:54:22 UTC
258,56,cancelled,2012-03-25 19:54:22 UTC,2012-03-25 19:54:22 UTC
259,57,cancelled,2012-03-08 03:54:22 UTC,2012-03-08 03:54:22 UTC
260,57,in progress,2012-03-26 02:54:22 UTC,2012-03-26 02:54:22 UTC
261,57,completed,2012-03-12 18:54:22 UTC,2012-03-12 18:54:22 UTC
262,57,completed,2012-03-10 13:54:22 UTC,2012-03-10 13:54:22 UTC
263,57,in progress,2012-03-16 06:54:22 UTC,2012-03-16 06:54:22 UTC
264,57,completed,2012-03-13 14:54:22 UTC,2012-03-13 14:54:22 UTC
265,58,completed,2012-03-15 10:54:22 UTC,2012-03-15 10:54:22 UTC
266,58,in progress,2012-03-14 04:54:22 UTC,2012-03-14 04:54:22 UTC
267,58,completed,2012-03-24 01:54:22 UTC,2012-03-24 01:54:22 UTC
268,59,cancelled,2012-03-25 12:54:23 UTC,2012-03-25 12:54:23 UTC
269,59,in progress,2012-03-13 01:54:23 UTC,2012-03-13 01:54:23 UTC
270,59,completed,2012-03-21 21:54:23 UTC,2012-03-21 21:54:23 UTC
271,59,cancelled,2012-03-07 12:54:23 UTC,2012-03-07 12:54:23 UTC
272,59,completed,2012-03-12 19:54:23 UTC,2012-03-12 19:54:23 UTC
273,59,in progress,2012-03-08 21:54:23 UTC,2012-03-08 21:54:23 UTC
274,59,completed,2012-03-17 14:54:23 UTC,2012-03-17 14:54:23 UTC
275,60,cancelled,2012-03-26 16:54:23 UTC,2012-03-26 16:54:23 UTC
276,60,in progress,2012-03-10 11:54:23 UTC,2012-03-10 11:54:23 UTC
277,60,completed,2012-03-11 14:54:23 UTC,2012-03-11 14:54:23 UTC
278,60,completed,2012-03-27 00:54:23 UTC,2012-03-27 00:54:23 UTC
279,60,in progress,2012-03-18 07:54:23 UTC,2012-03-18 07:54:23 UTC
280,60,in progress,2012-03-27 01:54:23 UTC,2012-03-27 01:54:23 UTC
281,60,completed,2012-03-07 06:54:23 UTC,2012-03-07 06:54:23 UTC
282,60,in progress,2012-03-06 17:54:23 UTC,2012-03-06 17:54:23 UTC
283,61,cancelled,2012-03-20 07:54:23 UTC,2012-03-20 07:54:23 UTC
284,61,cancelled,2012-03-08 20:54:23 UTC,2012-03-08 20:54:23 UTC
285,61,completed,2012-03-07 06:54:23 UTC,2012-03-07 06:54:23 UTC
286,61,in progress,2012-03-25 04:54:23 UTC,2012-03-25 04:54:23 UTC
287,61,in progress,2012-03-17 19:54:23 UTC,2012-03-17 19:54:23 UTC
288,61,in progress,2012-03-08 03:54:24 UTC,2012-03-08 03:54:24 UTC
289,61,cancelled,2012-03-16 15:54:24 UTC,2012-03-16 15:54:24 UTC
290,62,in progress,2012-03-12 00:54:24 UTC,2012-03-12 00:54:24 UTC
291,62,completed,2012-03-07 00:54:24 UTC,2012-03-07 00:54:24 UTC
292,62,in progress,2012-03-09 00:54:24 UTC,2012-03-09 00:54:24 UTC
293,62,in progress,2012-03-12 19:54:24 UTC,2012-03-12 19:54:24 UTC
294,63,cancelled,2012-03-09 19:54:24 UTC,2012-03-09 19:54:24 UTC
295,63,cancelled,2012-03-15 16:54:24 UTC,2012-03-15 16:54:24 UTC
296,63,cancelled,2012-03-19 23:54:24 UTC,2012-03-19 23:54:24 UTC
297,64,completed,2012-03-11 12:54:24 UTC,2012-03-11 12:54:24 UTC
298,64,cancelled,2012-03-15 05:54:24 UTC,2012-03-15 05:54:24 UTC
299,64,cancelled,2012-03-18 02:54:24 UTC,2012-03-18 02:54:24 UTC
300,64,in progress,2012-03-16 09:54:24 UTC,2012-03-16 09:54:24 UTC
301,64,in progress,2012-03-22 12:54:24 UTC,2012-03-22 12:54:24 UTC
302,64,completed,2012-03-09 03:54:24 UTC,2012-03-09 03:54:24 UTC
303,64,cancelled,2012-03-16 05:54:24 UTC,2012-03-16 05:54:24 UTC
304,64,cancelled,2012-03-11 14:54:24 UTC,2012-03-11 14:54:24 UTC
305,64,in progress,2012-03-21 12:54:24 UTC,2012-03-21 12:54:24 UTC
306,64,in progress,2012-03-17 09:54:24 UTC,2012-03-17 09:54:24 UTC
307,65,completed,2012-03-22 18:54:24 UTC,2012-03-22 18:54:24 UTC
308,66,cancelled,2012-03-18 21:54:24 UTC,2012-03-18 21:54:24 UTC
309,66,in progress,2012-03-07 00:54:24 UTC,2012-03-07 00:54:24 UTC
310,66,in progress,2012-03-11 18:54:25 UTC,2012-03-11 18:54:25 UTC
311,66,cancelled,2012-03-13 20:54:25 UTC,2012-03-13 20:54:25 UTC
312,66,cancelled,2012-03-27 08:54:25 UTC,2012-03-27 08:54:25 UTC
313,66,in progress,2012-03-07 18:54:25 UTC,2012-03-07 18:54:25 UTC
314,66,completed,2012-03-18 02:54:25 UTC,2012-03-18 02:54:25 UTC
315,66,in progress,2012-03-27 08:54:25 UTC,2012-03-27 08:54:25 UTC
316,66,cancelled,2012-03-22 05:54:25 UTC,2012-03-22 05:54:25 UTC
317,66,cancelled,2012-03-17 09:54:25 UTC,2012-03-17 09:54:25 UTC
318,67,in progress,2012-03-16 16:54:25 UTC,2012-03-16 16:54:25 UTC
319,67,in progress,2012-03-22 17:54:25 UTC,2012-03-22 17:54:25 UTC
320,67,in progress,2012-03-11 22:54:25 UTC,2012-03-11 22:54:25 UTC
321,67,completed,2012-03-25 14:54:25 UTC,2012-03-25 14:54:25 UTC
322,69,in progress,2012-03-11 04:54:25 UTC,2012-03-11 04:54:25 UTC
323,69,in progress,2012-03-23 17:54:25 UTC,2012-03-23 17:54:25 UTC
324,69,completed,2012-03-22 11:54:25 UTC,2012-03-22 11:54:25 UTC
325,69,in progress,2012-03-08 04:54:25 UTC,2012-03-08 04:54:25 UTC
326,69,cancelled,2012-03-17 20:54:25 UTC,2012-03-17 20:54:25 UTC
327,69,cancelled,2012-03-19 14:54:25 UTC,2012-03-19 14:54:25 UTC
328,69,cancelled,2012-03-13 06:54:25 UTC,2012-03-13 06:54:25 UTC
329,69,completed,2012-03-09 09:54:25 UTC,2012-03-09 09:54:25 UTC
330,69,in progress,2012-03-23 16:54:25 UTC,2012-03-23 16:54:25 UTC
331,70,completed,2012-03-10 12:54:25 UTC,2012-03-10 12:54:25 UTC
332,70,cancelled,2012-03-18 16:54:26 UTC,2012-03-18 16:54:26 UTC
